"","sp","country","invasive"
"19671","Civettictis civetta","angola","native"
"19672","Civettictis civetta","benin","native"
"19673","Civettictis civetta","botswana","native"
"19674","Civettictis civetta","burkina faso","native"
"19675","Civettictis civetta","cameroon","native"
"19676","Civettictis civetta","central african republic","native"
"19677","Civettictis civetta","congo","native"
"19678","Civettictis civetta","cote d'ivoire","native"
"19679","Civettictis civetta","djibouti","native"
"19680","Civettictis civetta","equatorial guinea","native"
"19681","Civettictis civetta","ethiopia","native"
"19682","Civettictis civetta","gabon","native"
"19683","Civettictis civetta","gambia","native"
"19684","Civettictis civetta","ghana","native"
"19685","Civettictis civetta","guinea","native"
"19686","Civettictis civetta","guinea-bissau","native"
"19687","Civettictis civetta","kenya","native"
"19688","Civettictis civetta","liberia","native"
"19689","Civettictis civetta","malawi","native"
"19690","Civettictis civetta","mauritania","native"
"19691","Civettictis civetta","mozambique","native"
"19692","Civettictis civetta","namibia","native"
"19693","Civettictis civetta","niger","native"
"19694","Civettictis civetta","nigeria","native"
"19695","Civettictis civetta","rwanda","native"
"19696","Civettictis civetta","senegal","native"
"19697","Civettictis civetta","sierra leone","native"
"19698","Civettictis civetta","somalia","native"
"19699","Civettictis civetta","south africa","native"
"19700","Civettictis civetta","sudan","native"
"19701","Civettictis civetta","swaziland","native"
"19702","Civettictis civetta","tanzania, united republic of","native"
"19703","Civettictis civetta","togo","native"
"19704","Civettictis civetta","uganda","native"
"19705","Civettictis civetta","zambia","native"
"19706","Civettictis civetta","zimbabwe","native"
"19707","Cynictis penicillata","namibia","invasive"
"19708","Cynictis penicillata","south africa","invasive"
"19709","Cynictis penicillata","angola","native"
"19710","Cynictis penicillata","botswana","native"
"19711","Cynictis penicillata","lesotho","native"
"19712","Cynictis penicillata","namibia","native"
"19713","Cynictis penicillata","south africa","native"
"19714","Cynictis penicillata","swaziland","native"
"19715","Cynictis penicillata","zimbabwe","native"
"19716","Genetta genetta","belgium","invasive"
"19717","Genetta genetta","france","invasive"
"19718","Genetta genetta","germany","invasive"
"19719","Genetta genetta","italy","invasive"
"19720","Genetta genetta","portugal","invasive"
"19721","Genetta genetta","spain","invasive"
"19722","Genetta genetta","switzerland","invasive"
"19723","Genetta genetta","algeria","native"
"19724","Genetta genetta","angola","native"
"19725","Genetta genetta","benin","native"
"19726","Genetta genetta","botswana","native"
"19727","Genetta genetta","burkina faso","native"
"19728","Genetta genetta","cameroon","native"
"19729","Genetta genetta","central african republic","native"
"19730","Genetta genetta","chad","native"
"19731","Genetta genetta","cote d'ivoire","native"
"19732","Genetta genetta","djibouti","native"
"19733","Genetta genetta","egypt","native"
"19734","Genetta genetta","eritrea","native"
"19735","Genetta genetta","ethiopia","native"
"19736","Genetta genetta","gambia","native"
"19737","Genetta genetta","ghana","native"
"19738","Genetta genetta","guinea","native"
"19739","Genetta genetta","kenya","native"
"19740","Genetta genetta","lesotho","native"
"19741","Genetta genetta","libyan arab jamahiriya","native"
"19742","Genetta genetta","mali","native"
"19743","Genetta genetta","morocco","native"
"19744","Genetta genetta","namibia","native"
"19745","Genetta genetta","niger","native"
"19746","Genetta genetta","nigeria","native"
"19747","Genetta genetta","oman","native"
"19748","Genetta genetta","saudi arabia","native"
"19749","Genetta genetta","senegal","native"
"19750","Genetta genetta","south africa","native"
"19751","Genetta genetta","sudan","native"
"19752","Genetta genetta","tunisia","native"
"19753","Genetta genetta","uganda","native"
"19754","Genetta genetta","yemen","native"
"19755","Genetta genetta","zambia","native"
"19756","Genetta genetta","zimbabwe","native"
"19757","Canis latrans","costa rica","invasive"
"19758","Canis latrans","belize","native"
"19759","Canis latrans","canada","native"
"19760","Canis latrans","costa rica","native"
"19761","Canis latrans","el salvador","native"
"19762","Canis latrans","guatemala","native"
"19763","Canis latrans","honduras","native"
"19764","Canis latrans","mexico","native"
"19765","Canis latrans","nicaragua","native"
"19766","Canis latrans","panama","native"
"19767","Canis latrans","united states","native"
"19768","Callithrix penicillata","brazil","invasive"
"19769","Callithrix penicillata","brazil","native"
"19770","Cercopithecus mona","grenada","invasive"
"19771","Cercopithecus mona","sao tome and principe","invasive"
"19772","Cercopithecus mona","benin","native"
"19773","Cercopithecus mona","cameroon","native"
"19774","Cercopithecus mona","ghana","native"
"19775","Cercopithecus mona","nigeria","native"
"19776","Cercopithecus mona","togo","native"
"19777","Camelus dromedarius","australia","invasive"
"19778","Camelus dromedarius","africa","native"
"19779","Camelus dromedarius","india","native"
"19780","Camelus dromedarius","middle east","native"
"19781","Crocidura suaveolens","greece","invasive"
"19782","Crocidura suaveolens","afghanistan","native"
"19783","Crocidura suaveolens","albania","native"
"19784","Crocidura suaveolens","algeria","native"
"19785","Crocidura suaveolens","armenia","native"
"19786","Crocidura suaveolens","austria","native"
"19787","Crocidura suaveolens","azerbaijan","native"
"19788","Crocidura suaveolens","belarus","native"
"19789","Crocidura suaveolens","bosnia and herzegovina","native"
"19790","Crocidura suaveolens","bulgaria","native"
"19791","Crocidura suaveolens","china","native"
"19792","Crocidura suaveolens","croatia","native"
"19793","Crocidura suaveolens","cyprus","native"
"19794","Crocidura suaveolens","czech republic","native"
"19795","Crocidura suaveolens","egypt","native"
"19796","Crocidura suaveolens","ex-yugoslavia","native"
"19797","Crocidura suaveolens","france","native"
"19798","Crocidura suaveolens","georgia","native"
"19799","Crocidura suaveolens","germany","native"
"19800","Crocidura suaveolens","greece","native"
"19801","Crocidura suaveolens","hungary","native"
"19802","Crocidura suaveolens","iran, islamic republic of","native"
"19803","Crocidura suaveolens","iraq","native"
"19804","Crocidura suaveolens","israel","native"
"19805","Crocidura suaveolens","italy","native"
"19806","Crocidura suaveolens","jordan","native"
"19807","Crocidura suaveolens","kazakhstan","native"
"19808","Crocidura suaveolens","kyrgyzstan","native"
"19809","Crocidura suaveolens","lebanon","native"
"19810","Crocidura suaveolens","liechtenstein","native"
"19811","Crocidura suaveolens","macedonia, the former yugoslav republic of","native"
"19812","Crocidura suaveolens","moldova, republic of","native"
"19813","Crocidura suaveolens","montenegro","native"
"19814","Crocidura suaveolens","morocco","native"
"19815","Crocidura suaveolens","poland","native"
"19816","Crocidura suaveolens","portugal","native"
"19817","Crocidura suaveolens","romania","native"
"19818","Crocidura suaveolens","russian federation","native"
"19819","Crocidura suaveolens","saudi arabia","native"
"19820","Crocidura suaveolens","serbia","native"
"19821","Crocidura suaveolens","slovakia","native"
"19822","Crocidura suaveolens","slovenia","native"
"19823","Crocidura suaveolens","spain","native"
"19824","Crocidura suaveolens","state of palestine","native"
"19825","Crocidura suaveolens","switzerland","native"
"19826","Crocidura suaveolens","syrian arab republic","native"
"19827","Crocidura suaveolens","turkey","native"
"19828","Crocidura suaveolens","turkmenistan","native"
"19829","Crocidura suaveolens","ukraine","native"
"19830","Crocidura suaveolens","united kingdom","native"
"19831","Crocidura suaveolens","uzbekistan","native"
"19832","Cavia porcellus","united states","invasive"
"19833","Cavia porcellus","south american andes","native"
"19834","Herpestes pulverulentus","namibia","invasive"
"19835","Herpestes pulverulentus","south africa","invasive"
"19836","Herpestes pulverulentus","lesotho","native"
"19837","Herpestes pulverulentus","namibia","native"
"19838","Herpestes pulverulentus","south africa","native"
"19839","Vulpes chama","namibia","invasive"
"19840","Vulpes chama","south africa","invasive"
"19841","Vulpes chama","angola","native"
"19842","Vulpes chama","botswana","native"
"19843","Vulpes chama","namibia","native"
"19844","Vulpes chama","south africa","native"
"19845","Viverricula indica","madagascar","invasive"
"19846","Viverricula indica","singapore","invasive"
"19847","Viverricula indica","tanzania, united republic of","invasive"
"19848","Viverricula indica","yemen","invasive"
"19849","Viverricula indica","bangladesh","native"
"19850","Viverricula indica","bhutan","native"
"19851","Viverricula indica","cambodia","native"
"19852","Viverricula indica","china","native"
"19853","Viverricula indica","india","native"
"19854","Viverricula indica","indonesia","native"
"19855","Viverricula indica","lao people's democratic republic","native"
"19856","Viverricula indica","malaysia","native"
"19857","Viverricula indica","myanmar","native"
"19858","Viverricula indica","nepal","native"
"19859","Viverricula indica","sri lanka","native"
"19860","Viverricula indica","thailand","native"
"19861","Viverricula indica","viet nam","native"
"19862","Hemitragus jemlahicus","new zealand","invasive"
"19863","Hemitragus jemlahicus","south africa","invasive"
"19864","Hemitragus jemlahicus","bhutan","native"
"19865","Hemitragus jemlahicus","china","native"
"19866","Hemitragus jemlahicus","india","native"
"19867","Hemitragus jemlahicus","nepal","native"
"19868","Nasua nasua","chile","invasive"
"19869","Nasua nasua","argentina","native"
"19870","Nasua nasua","bolivia","native"
"19871","Nasua nasua","brazil","native"
"19872","Nasua nasua","colombia","native"
"19873","Nasua nasua","ecuador","native"
"19874","Nasua nasua","french guiana","native"
"19875","Nasua nasua","guyana","native"
"19876","Nasua nasua","paraguay","native"
"19877","Nasua nasua","peru","native"
"19878","Nasua nasua","suriname","native"
"19879","Nasua nasua","uruguay","native"
"19880","Nasua nasua","venezuela","native"
"19881","Rupicapra rupicapra","argentina","invasive"
"19882","Rupicapra rupicapra","czech republic","invasive"
"19883","Rupicapra rupicapra","new zealand","invasive"
"19884","Rupicapra rupicapra","albania","native"
"19885","Rupicapra rupicapra","austria","native"
"19886","Rupicapra rupicapra","azerbaijan","native"
"19887","Rupicapra rupicapra","bosnia and herzegovina","native"
"19888","Rupicapra rupicapra","bulgaria","native"
"19889","Rupicapra rupicapra","croatia","native"
"19890","Rupicapra rupicapra","ex-yugoslavia","native"
"19891","Rupicapra rupicapra","france","native"
"19892","Rupicapra rupicapra","georgia","native"
"19893","Rupicapra rupicapra","germany","native"
"19894","Rupicapra rupicapra","greece","native"
"19895","Rupicapra rupicapra","italy","native"
"19896","Rupicapra rupicapra","macedonia, the former yugoslav republic of","native"
"19897","Rupicapra rupicapra","montenegro","native"
"19898","Rupicapra rupicapra","poland","native"
"19899","Rupicapra rupicapra","romania","native"
"19900","Rupicapra rupicapra","russian federation","native"
"19901","Rupicapra rupicapra","serbia","native"
"19902","Rupicapra rupicapra","slovakia","native"
"19903","Rupicapra rupicapra","slovenia","native"
"19904","Rupicapra rupicapra","switzerland","native"
"19905","Rupicapra rupicapra","turkey","native"
"19906","Petrogale inornata","australia","invasive"
"19907","Petrogale inornata","australia","native"
"19908","Peromyscus fraterculus","united states","invasive"
"19909","Peromyscus fraterculus","mexico","native"
"19910","Peromyscus fraterculus","united states","native"
"19911","Peromyscus maniculatus","mexico","invasive"
"19912","Peromyscus maniculatus","canada","native"
"19913","Peromyscus maniculatus","mexico","native"
"19914","Peromyscus maniculatus","united states","native"
"19915","Rusa unicolor","australia","invasive"
"19916","Rusa unicolor","new zealand","invasive"
"19917","Rusa unicolor","saint vincent and the grenadines","invasive"
"19918","Rusa unicolor","south africa","invasive"
"19919","Rusa unicolor","united states","invasive"
"19920","Rusa unicolor","bangladesh","native"
"19921","Rusa unicolor","bhutan","native"
"19922","Rusa unicolor","brunei darussalam","native"
"19923","Rusa unicolor","cambodia","native"
"19924","Rusa unicolor","china","native"
"19925","Rusa unicolor","india","native"
"19926","Rusa unicolor","indonesia","native"
"19927","Rusa unicolor","lao people's democratic republic","native"
"19928","Rusa unicolor","malaysia","native"
"19929","Rusa unicolor","myanmar","native"
"19930","Rusa unicolor","nepal","native"
"19931","Rusa unicolor","sri lanka","native"
"19932","Rusa unicolor","taiwan","native"
"19933","Rusa unicolor","thailand","native"
"19934","Rusa unicolor","viet nam","native"
"19935","Martes melampus","japan","invasive"
"19936","Martes melampus","japan","native"
"19937","Martes melampus","korea, democratic people's republic of","native"
